Department,Semester,Subject,Assessment Stage,Attendance,SPI,Study Hours,Backlogs,Mid1,Mid2,Expected Grade,Pass,Performance Category
Computer Engineering,2,Workshop/Manufacturing Practices,After Mid-1,86.3,7.51,21.4,0,8.7,,AA,1,Excellent
Electronics & Communication,2,Programming for Problem Solving,Before Mid-1,91.6,9.35,23.8,0,,,AA,1,Excellent
Computer Engineering,8,Big Data Analytics,After Mid-1,86.8,6.02,18.5,0,7.0,,BB,1,Very Good
Information Technology,8,Internet of Things,After Mid-2,78.1,6.15,20.0,1,5.8,10.2,BC,1,Good
Mechanical Engineering,3,Material Science & Metallurgy,After Mid-2,83.5,5.91,22.3,2,4.7,8.5,CC,1,Average
Information Technology,5,Software Engineering,After Mid-1,90.5,7.25,24.8,0,8.6,,AA,1,Excellent
Civil Engineering,4,Advanced Surveying,After Mid-2,62.1,5.66,20.6,0,6.4,12.9,BC,1,Good
Electronics & Communication,7,Microwave Engineering,After Mid-2,78.6,7.97,21.9,0,7.3,11.9,BB,1,Very Good
Electronics & Communication,8,Wireless Communication,Before Mid-1,72.5,6.46,17.2,0,,,BC,1,Good
Electrical Engineering,3,Electrical Measurements & Instrumentation,Before Mid-1,81.2,7.1,16.8,0,,,BB,1,Very Good
Computer Engineering,2,Workshop/Manufacturing Practices,After Mid-1,94.2,8.17,28.2,0,8.3,,AA,1,Excellent
Electrical Engineering,8,Renewable Energy Sources,After Mid-1,89.1,4.23,15.1,1,5.6,,CC,1,Average
Information Technology,8,Internet of Things,Before Mid-1,84.3,8.12,21.5,0,,,AB,1,Excellent
Mechanical Engineering,2,Workshop Practices,After Mid-1,95.5,7.07,25.2,0,7.8,,AB,1,Excellent
Electrical Engineering,6,Electrical Switchgear & Protection,After Mid-2,84.8,5.02,17.2,2,5.7,6.5,CD,1,Average
Electronics & Communication,6,VLSI Design,After Mid-1,79.7,7.51,25.2,0,4.9,,BC,1,Good
Civil Engineering,1,Physics,After Mid-2,80.3,6.62,22.0,0,6.9,14.9,BB,1,Very Good
Electronics & Communication,2,Engineering Graphics & Design,Before Mid-1,86.1,8.4,27.2,0,,,AB,1,Excellent
Computer Engineering,1,Mathematics-1,After Mid-1,74.2,6.03,23.6,0,5.4,,BB,1,Very Good
Computer Engineering,3,Database Management Systems,Before Mid-1,84.5,7.02,19.6,0,,,BB,1,Very Good
Civil Engineering,5,Hydrology & Water Resources Engg,After Mid-2,63.3,4.88,18.2,1,4.6,8.0,CD,1,Average
Information Technology,1,Engineering Graphics & Design,After Mid-1,85.7,5.77,13.8,0,5.7,,CC,1,Average
Computer Engineering,2,Programming for Problem Solving,After Mid-2,71.6,4.77,19.5,3,2.9,4.1,FF,0,At Risk
Information Technology,1,Engineering Graphics & Design,After Mid-2,90.2,8.65,24.5,0,8.2,17.8,AA,1,Excellent
Computer Engineering,2,Programming for Problem Solving,Before Mid-1,94.0,8.42,24.9,0,,,AA,1,Excellent
Mechanical Engineering,2,Environmental Sciences,Before Mid-1,87.6,7.55,29.4,0,,,AA,1,Excellent
Information Technology,6,Cyber Security & Laws,Before Mid-1,92.0,6.3,19.8,2,,,BC,1,Good
Computer Engineering,5,Computer Networks,After Mid-1,72.5,5.06,20.4,0,3.6,,CC,1,Average
Electrical Engineering,1,Basic Electrical Engineering,After Mid-2,83.3,6.37,24.6,0,6.5,15.1,BB,1,Very Good
Electrical Engineering,5,Microprocessor & Microcontroller,After Mid-2,77.2,8.39,24.3,0,7.4,15.0,AB,1,Excellent
Computer Engineering,4,Computer Organization & Architecture,After Mid-2,96.9,7.72,27.3,0,6.7,12.3,BB,1,Very Good
Mechanical Engineering,5,Dynamics of Machinery,After Mid-1,100.0,8.28,28.6,0,7.7,,AB,1,Excellent
Civil Engineering,2,Workshop Practices,After Mid-1,78.2,4.88,20.9,2,4.7,,CD,1,Average
Electrical Engineering,7,High Voltage Engineering,After Mid-2,79.1,7.06,20.7,1,4.3,9.0,CC,1,Average
Civil Engineering,8,Bridge Engineering,After Mid-1,88.0,7.77,23.5,0,7.0,,BB,1,Very Good
Electronics & Communication,2,Environmental Sciences,After Mid-2,70.1,6.66,25.8,3,8.2,15.2,BC,1,Good
Mechanical Engineering,5,Internal Combustion Engines,After Mid-2,81.9,4.89,16.1,1,5.7,7.9,CC,1,Average
Information Technology,5,Python Programming,After Mid-1,95.8,8.87,28.0,0,9.3,,AA,1,Excellent
Computer Engineering,2,Programming for Problem Solving,Before Mid-1,79.2,5.48,19.7,0,,,BC,1,Good
Information Technology,2,Programming for Problem Solving,After Mid-2,74.6,6.96,25.6,0,6.9,13.4,BB,1,Very Good
Electronics & Communication,1,Basic Electronics,After Mid-1,83.9,7.81,26.2,0,7.4,,AB,1,Excellent
Civil Engineering,7,Project-1,After Mid-2,74.7,5.53,21.7,1,5.2,12.8,BC,1,Good
Information Technology,2,Programming for Problem Solving,After Mid-1,97.0,5.73,25.5,0,6.7,,BB,1,Very Good
Information Technology,3,Effective Technical Communication,After Mid-2,84.2,8.23,27.7,0,8.8,19.3,AA,1,Excellent
Mechanical Engineering,2,Workshop Practices,After Mid-1,95.2,7.53,18.4,0,8.1,,AB,1,Excellent
Civil Engineering,1,Mathematics-1,After Mid-2,100.0,9.08,25.3,0,8.4,16.5,AA,1,Excellent
Mechanical Engineering,7,Project-1,Before Mid-1,82.1,6.16,21.5,0,,,BB,1,Very Good
Electronics & Communication,4,Control Systems,After Mid-1,81.0,6.85,15.8,1,4.5,,CC,1,Average
Information Technology,1,Engineering Graphics & Design,After Mid-2,71.8,6.18,21.7,0,6.7,14.5,BB,1,Very Good
Electrical Engineering,6,Testing & Maintenance of Electrical Equipment,After Mid-2,89.2,5.62,17.8,0,6.5,12.5,BC,1,Good
Information Technology,7,Data Mining & Business Intelligence,After Mid-1,73.6,4.17,19.9,1,3.5,,DD,1,At Risk
Information Technology,8,Internet of Things,After Mid-2,77.9,6.76,19.0,0,6.7,13.0,BB,1,Very Good
Civil Engineering,3,Mechanics of Solids,After Mid-2,89.6,9.0,30.6,0,8.9,19.6,AA,1,Excellent
Electronics & Communication,6,Digital Signal Processing,After Mid-1,74.1,6.35,19.9,0,5.8,,BC,1,Good
Electronics & Communication,8,Radar & Navigational Aids,After Mid-1,79.9,8.02,23.8,0,7.1,,AB,1,Excellent
Computer Engineering,1,Environmental Sciences,Before Mid-1,85.7,7.47,23.9,0,,,AB,1,Excellent
Civil Engineering,2,Programming for Problem Solving,After Mid-2,84.6,6.42,16.7,0,7.1,10.0,BC,1,Good
Civil Engineering,1,Basic Civil Engineering,After Mid-2,92.4,7.24,20.1,0,6.5,11.5,BB,1,Very Good
Mechanical Engineering,6,Operations Research,Before Mid-1,85.0,7.29,19.1,0,,,AB,1,Excellent
Information Technology,5,Computer Networks,Before Mid-1,87.3,8.29,21.7,0,,,AB,1,Excellent
Civil Engineering,2,Mathematics-2,Before Mid-1,76.8,6.27,21.9,1,,,CC,1,Average
Mechanical Engineering,2,Workshop Practices,After Mid-1,100.0,8.54,28.9,0,9.5,,AA,1,Excellent
Computer Engineering,7,Project-1,After Mid-1,91.2,6.71,21.2,0,6.6,,BB,1,Very Good
Mechanical Engineering,4,Fluid Mechanics & Hydraulic Machines,After Mid-1,85.8,7.1,21.6,0,5.5,,BC,1,Good
Mechanical Engineering,7,Power Plant Engineering,After Mid-1,75.6,4.11,12.4,1,4.5,,DD,1,At Risk
Mechanical Engineering,2,Environmental Sciences,After Mid-1,87.3,6.95,21.3,1,5.9,,BB,1,Very Good
Computer Engineering,2,Basic Electronics,After Mid-1,94.0,6.42,15.0,0,6.4,,BC,1,Good
Electrical Engineering,1,Physics,After Mid-1,90.9,6.97,21.0,0,6.4,,BB,1,Very Good
Mechanical Engineering,8,Project-2,Before Mid-1,74.0,6.5,17.8,0,,,BC,1,Good
Electronics & Communication,3,Signals & Systems,After Mid-1,90.7,7.09,20.5,0,6.2,,BB,1,Very Good
Electronics & Communication,8,Project-2,After Mid-1,76.5,6.67,19.9,1,6.3,,BC,1,Good
Civil Engineering,6,Environmental Engineering,After Mid-1,68.4,7.5,22.4,0,6.5,,BB,1,Very Good
Information Technology,6,Data Warehousing & Mining,After Mid-2,71.4,7.04,21.6,0,6.0,13.5,BB,1,Very Good
Computer Engineering,2,English,After Mid-2,81.2,7.16,24.5,1,7.6,16.5,BB,1,Very Good
Civil Engineering,2,Mathematics-2,Before Mid-1,93.6,8.59,29.0,0,,,AA,1,Excellent
Electrical Engineering,7,High Voltage Engineering,After Mid-1,82.5,5.44,15.3,0,4.3,,CC,1,Average
Mechanical Engineering,1,Basic Mechanical Engineering,After Mid-2,81.2,7.26,17.7,3,5.9,11.1,CC,1,Average
Electrical Engineering,6,Electrical Switchgear & Protection,After Mid-1,70.1,4.0,11.3,3,1.9,,FF,0,At Risk
Electronics & Communication,1,Basic Electrical Engineering,After Mid-1,83.5,7.71,19.7,2,8.1,,BB,1,Very Good
Computer Engineering,7,Compiler Design,After Mid-2,95.3,6.93,21.5,0,6.9,12.7,BB,1,Very Good
Computer Engineering,3,Data Structures,After Mid-2,88.7,8.15,24.5,0,8.4,17.6,AB,1,Excellent
Computer Engineering,1,Engineering Graphics & Design,After Mid-2,86.5,8.26,23.8,0,8.7,16.8,AB,1,Excellent
Civil Engineering,8,Earthquake Engineering,Before Mid-1,89.0,7.86,23.0,0,,,BB,1,Very Good
Electrical Engineering,3,Analog Electronics,After Mid-1,76.0,8.35,25.8,0,7.6,,AB,1,Excellent
Mechanical Engineering,7,Project-1,After Mid-2,73.9,8.4,22.0,0,7.3,14.1,BB,1,Very Good
Computer Engineering,2,Programming for Problem Solving,After Mid-1,71.4,4.17,21.2,3,3.4,,FF,0,At Risk
Mechanical Engineering,2,Mathematics-2,Before Mid-1,96.6,8.37,14.4,0,,,AB,1,Excellent
Civil Engineering,4,Advanced Surveying,After Mid-2,84.7,8.46,25.5,0,8.8,16.1,AB,1,Excellent
Electronics & Communication,3,Signals & Systems,After Mid-2,99.0,10.0,31.6,0,9.9,19.1,AA,1,Excellent
Computer Engineering,3,Effective Technical Communication,Before Mid-1,93.4,7.05,20.1,0,,,AB,1,Excellent
Electronics & Communication,8,Project-2,Before Mid-1,62.6,4.96,17.7,2,,,DD,1,At Risk
Civil Engineering,3,Building Construction & Materials,After Mid-2,70.6,6.64,17.5,1,6.3,12.2,BC,1,Good
Mechanical Engineering,7,Computer Aided Manufacturing (CAM),Before Mid-1,86.7,9.08,24.1,0,,,AB,1,Excellent
Mechanical Engineering,5,Internal Combustion Engines,Before Mid-1,87.2,7.15,23.1,0,,,BB,1,Very Good
Electronics & Communication,3,Digital Electronics,After Mid-1,90.2,8.39,26.4,0,7.6,,AB,1,Excellent
Information Technology,4,Operating System Concepts,After Mid-2,83.8,7.08,22.1,1,6.8,13.6,BC,1,Good
Electronics & Communication,4,Analog Communication,Before Mid-1,69.4,6.15,22.6,1,,,CC,1,Average
Electronics & Communication,1,Mathematics-1,After Mid-2,81.5,5.62,14.5,0,6.5,11.2,BC,1,Good
Electronics & Communication,5,Digital Communication,After Mid-2,72.1,7.48,22.8,0,5.1,9.8,BC,1,Good
Computer Engineering,5,Cyber Security,After Mid-1,88.9,6.99,26.7,0,6.8,,AB,1,Excellent
Electronics & Communication,7,Project-1,After Mid-1,83.1,8.2,24.3,0,7.2,,BB,1,Very Good
Civil Engineering,7,Project-1,After Mid-1,78.0,7.39,24.8,0,7.8,,AB,1,Excellent
Information Technology,7,Data Mining & Business Intelligence,Before Mid-1,74.0,8.78,25.7,0,,,AB,1,Excellent
Electronics & Communication,4,Analog Communication,After Mid-2,83.4,7.02,18.7,1,9.1,16.0,BB,1,Very Good
Computer Engineering,7,Information & Network Security,After Mid-1,78.7,6.79,20.9,0,6.0,,BC,1,Good
Computer Engineering,7,Information & Network Security,After Mid-2,81.6,7.19,24.8,0,6.3,13.2,BB,1,Very Good
Information Technology,5,Python Programming,After Mid-1,85.9,7.63,21.4,0,7.9,,AB,1,Excellent
Computer Engineering,1,Physics,Before Mid-1,90.9,8.37,22.8,0,,,BB,1,Very Good
Electrical Engineering,5,Microprocessor & Microcontroller,After Mid-1,63.8,4.59,16.9,2,4.2,,FF,0,At Risk
Computer Engineering,1,Basic Electrical Engineering,Before Mid-1,84.1,6.57,28.3,0,,,BB,1,Very Good
Computer Engineering,2,Mathematics-2,After Mid-1,82.7,7.24,25.2,0,7.0,,BB,1,Very Good
Electronics & Communication,3,Network Theory,After Mid-2,97.4,8.41,29.8,0,5.6,9.0,BB,1,Very Good
Computer Engineering,4,Computer Organization & Architecture,After Mid-2,92.4,9.89,25.5,0,7.6,12.0,AB,1,Excellent
Electrical Engineering,1,Basic Electrical Engineering,After Mid-2,66.7,5.03,17.6,1,3.8,5.3,CD,1,Average
Civil Engineering,4,Structural Analysis-1,After Mid-1,78.3,7.29,23.3,1,5.8,,CC,1,Average
Computer Engineering,3,Effective Technical Communication,After Mid-2,83.5,7.01,21.7,0,7.3,15.1,AB,1,Excellent
Mechanical Engineering,8,Industrial Engineering,After Mid-1,100.0,9.27,21.2,0,7.8,,AA,1,Excellent
Electrical Engineering,8,Power Quality & Management,Before Mid-1,89.8,5.79,20.6,0,,,BC,1,Good
Electronics & Communication,3,Signals & Systems,After Mid-2,80.3,6.67,20.3,0,6.5,11.9,BC,1,Good
Electrical Engineering,5,Electrical Power System-1,Before Mid-1,92.8,7.67,23.4,0,,,AB,1,Excellent
Civil Engineering,2,Environmental Sciences,After Mid-1,83.6,7.06,22.2,0,7.3,,AB,1,Excellent
Electronics & Communication,8,Optical Communication,Before Mid-1,100.0,9.46,27.1,0,,,AA,1,Excellent
Mechanical Engineering,1,Physics,Before Mid-1,70.7,5.99,13.7,2,,,CD,1,Average
Computer Engineering,7,Project-1,After Mid-1,92.2,8.17,22.8,0,8.3,,AB,1,Excellent
Mechanical Engineering,1,Engineering Graphics & Design,After Mid-1,81.5,6.54,18.2,0,5.5,,BC,1,Good
Computer Engineering,5,Professional Ethics & Human Values,After Mid-2,78.6,6.84,17.8,0,7.7,17.3,BB,1,Very Good
Computer Engineering,5,Professional Ethics & Human Values,After Mid-1,73.4,5.88,15.8,0,5.2,,BC,1,Good
Electronics & Communication,8,Optical Communication,After Mid-1,86.9,8.9,24.6,0,7.2,,AA,1,Excellent
Information Technology,2,English,After Mid-2,76.3,5.46,14.9,0,4.5,8.7,BC,1,Good
Mechanical Engineering,2,Workshop Practices,After Mid-1,97.7,8.33,26.4,0,8.3,,AA,1,Excellent
Mechanical Engineering,2,Mathematics-2,After Mid-1,80.5,6.63,16.1,0,6.4,,BC,1,Good
Electronics & Communication,5,Integrated Circuits & Applications,After Mid-2,76.6,5.58,15.5,0,5.9,11.9,BC,1,Good
Civil Engineering,1,Physics,After Mid-2,84.5,4.93,13.5,0,4.3,7.3,CC,1,Average
Mechanical Engineering,5,Machine Design-1,Before Mid-1,92.7,8.95,25.1,1,,,BB,1,Very Good
Information Technology,2,Basic Electronics,After Mid-1,96.8,5.69,11.3,1,5.2,,CC,1,Average
Electrical Engineering,1,Environmental Sciences,After Mid-1,81.1,8.78,27.9,0,8.3,,AA,1,Excellent
Electronics & Communication,3,Signals & Systems,After Mid-1,94.2,9.47,25.2,0,8.5,,AA,1,Excellent
Computer Engineering,3,Digital Fundamentals,After Mid-1,80.4,7.37,28.2,0,6.1,,BB,1,Very Good
Information Technology,7,Project-1,Before Mid-1,86.1,10.0,28.2,0,,,AA,1,Excellent
Mechanical Engineering,8,Project-2,After Mid-1,91.4,9.11,26.4,0,10.0,,AA,1,Excellent
Information Technology,3,Data Structures,After Mid-2,87.2,6.62,24.4,0,5.2,12.7,BC,1,Good
Computer Engineering,6,Agile Software Development,After Mid-1,77.7,5.9,19.4,1,6.7,,BC,1,Good
Civil Engineering,7,Project-1,Before Mid-1,70.2,6.88,20.9,0,,,BB,1,Very Good
Mechanical Engineering,1,Engineering Graphics & Design,After Mid-2,89.7,8.32,24.6,0,8.6,15.4,AB,1,Excellent
Mechanical Engineering,8,Renewable Energy Engineering,After Mid-2,90.8,8.21,24.0,0,6.8,13.6,AB,1,Excellent
Mechanical Engineering,4,Applied Thermodynamics,After Mid-2,90.5,8.8,28.0,0,7.6,13.9,AB,1,Excellent
Information Technology,6,Mobile Computing,Before Mid-1,68.9,5.05,18.4,0,,,CC,1,Average
Information Technology,3,Digital Electronics,After Mid-2,100.0,7.67,20.7,0,8.4,14.7,AB,1,Excellent
Civil Engineering,5,Structural Analysis-2,After Mid-1,77.1,6.97,28.9,0,6.0,,BB,1,Very Good
Electrical Engineering,4,Digital Electronics,After Mid-2,76.7,4.83,15.7,3,5.7,9.9,DD,1,At Risk
Civil Engineering,3,Surveying,After Mid-2,76.3,7.21,19.8,1,7.2,10.9,BC,1,Good
Electrical Engineering,5,Electrical Power System-1,After Mid-1,100.0,7.21,18.6,0,5.7,,BC,1,Good
Electrical Engineering,7,Smart Grid Technology,After Mid-2,77.5,6.19,15.1,0,7.1,13.5,BB,1,Very Good
Civil Engineering,4,Structural Analysis-1,After Mid-1,86.8,9.42,28.5,0,8.2,,AA,1,Excellent
Civil Engineering,5,Hydrology & Water Resources Engg,After Mid-2,100.0,10.0,29.4,0,8.1,15.8,AA,1,Excellent
Computer Engineering,2,Mathematics-2,After Mid-2,77.7,6.16,15.5,1,4.7,8.9,CC,1,Average
Mechanical Engineering,6,Operations Research,Before Mid-1,61.9,6.47,19.3,0,,,BC,1,Good
Mechanical Engineering,5,Internal Combustion Engines,After Mid-1,84.1,6.0,19.6,2,3.8,,CD,1,Average
Computer Engineering,8,Big Data Analytics,Before Mid-1,91.2,7.65,29.2,0,,,AB,1,Excellent
Computer Engineering,3,Database Management Systems,After Mid-2,84.8,5.97,18.2,1,6.2,10.0,BC,1,Good
Civil Engineering,1,Mathematics-1,After Mid-2,71.7,6.6,20.5,1,7.6,17.1,BB,1,Very Good
Electronics & Communication,8,Project-2,Before Mid-1,80.7,6.11,15.9,2,,,FF,0,At Risk
Computer Engineering,8,Project-2,Before Mid-1,84.3,8.25,26.4,0,,,AA,1,Excellent
Information Technology,5,Python Programming,After Mid-1,80.4,6.56,22.1,0,7.8,,BB,1,Very Good
Civil Engineering,1,Mathematics-1,After Mid-2,75.3,5.66,22.7,1,4.8,8.6,CC,1,Average
Mechanical Engineering,3,Engineering Thermodynamics,Before Mid-1,91.4,7.47,27.9,0,,,BB,1,Very Good
Civil Engineering,2,Mathematics-2,After Mid-2,83.0,8.75,21.1,0,7.7,13.9,BB,1,Very Good
Computer Engineering,6,Agile Software Development,After Mid-2,85.3,6.75,27.8,0,6.4,13.4,BB,1,Very Good
Computer Engineering,5,Cyber Security,Before Mid-1,79.8,7.17,21.3,1,,,BB,1,Very Good
Information Technology,5,Formal Languages & Automata Theory,Before Mid-1,88.2,7.53,27.2,0,,,BB,1,Very Good
Electronics & Communication,6,VLSI Design,After Mid-1,82.1,5.56,20.6,1,3.6,,CD,1,Average
Mechanical Engineering,1,Physics,After Mid-2,95.2,8.06,25.2,0,6.9,14.3,AB,1,Excellent
Computer Engineering,1,Basic Electrical Engineering,Before Mid-1,88.2,8.25,28.5,0,,,AB,1,Excellent
Civil Engineering,7,Design of Reinforced Concrete Structures,Before Mid-1,80.9,5.79,14.1,1,,,CC,1,Average
Mechanical Engineering,1,Engineering Graphics & Design,After Mid-1,76.8,6.98,22.5,0,6.7,,BB,1,Very Good
Electrical Engineering,7,Smart Grid Technology,After Mid-1,82.5,7.11,19.4,0,7.6,,BB,1,Very Good
Electronics & Communication,3,Digital Electronics,After Mid-2,94.0,6.03,18.6,0,6.9,15.2,BB,1,Very Good
Computer Engineering,8,Artificial Intelligence,After Mid-1,85.4,8.1,31.4,0,8.0,,AB,1,Excellent
Mechanical Engineering,7,Computer Aided Manufacturing (CAM),After Mid-1,97.0,8.87,27.7,0,9.8,,AA,1,Excellent
Civil Engineering,8,Construction Project Management,Before Mid-1,94.2,7.94,31.2,0,,,AA,1,Excellent
Electrical Engineering,4,Electromagnetic Field Theory,After Mid-2,81.3,9.43,28.3,0,8.0,17.0,AB,1,Excellent
Information Technology,2,Mathematics-2,After Mid-2,86.4,6.89,24.5,0,6.4,14.9,BB,1,Very Good
Information Technology,4,Object Oriented Programming - Java,After Mid-1,72.2,8.37,22.8,0,9.0,,AB,1,Excellent
Civil Engineering,2,Environmental Sciences,After Mid-2,77.4,7.47,20.4,0,7.9,15.4,AB,1,Excellent
Computer Engineering,8,Artificial Intelligence,After Mid-2,90.6,8.77,22.7,0,8.2,17.2,AB,1,Excellent
Information Technology,8,Distributed Systems,Before Mid-1,89.2,6.29,20.0,0,,,BB,1,Very Good
Electrical Engineering,1,Environmental Sciences,Before Mid-1,82.2,7.38,21.1,0,,,AB,1,Excellent
Electrical Engineering,1,Basic Electrical Engineering,After Mid-1,84.3,6.22,19.0,1,5.2,,BC,1,Good
Computer Engineering,5,Cyber Security,Before Mid-1,79.4,6.45,20.2,0,,,AB,1,Excellent
Electronics & Communication,5,Digital Communication,After Mid-2,83.7,7.64,24.2,0,6.1,10.8,BB,1,Very Good
Computer Engineering,1,Physics,After Mid-2,96.2,8.16,24.6,0,8.4,16.1,AB,1,Excellent
Information Technology,3,Digital Electronics,Before Mid-1,80.2,8.24,25.6,0,,,AB,1,Excellent
Information Technology,4,Computer Networks,After Mid-1,82.5,5.79,23.1,0,6.0,,BC,1,Good
Computer Engineering,7,Project-1,After Mid-2,91.4,8.43,22.0,0,9.4,17.5,AA,1,Excellent
Civil Engineering,1,Mathematics-1,Before Mid-1,53.1,6.06,18.0,1,,,CC,1,Average
Mechanical Engineering,6,Computer Aided Design (CAD),After Mid-2,75.8,5.91,21.1,4,5.3,10.7,DD,1,At Risk
Electrical Engineering,4,Electromagnetic Field Theory,After Mid-1,76.8,4.76,12.3,6,3.2,,FF,0,At Risk
Electronics & Communication,7,Satellite Communication,Before Mid-1,90.3,7.37,26.3,0,,,BB,1,Very Good
Electrical Engineering,1,Mathematics-1,After Mid-1,85.0,7.01,23.7,0,5.1,,BB,1,Very Good
Mechanical Engineering,2,Mathematics-2,Before Mid-1,71.7,6.57,21.0,0,,,CC,1,Average
Electrical Engineering,6,Power Electronics-1,Before Mid-1,79.1,6.71,22.2,0,,,BC,1,Good
Electronics & Communication,4,Control Systems,Before Mid-1,77.1,9.91,20.0,0,,,AB,1,Excellent
Electrical Engineering,3,Electrical Circuit Analysis,After Mid-2,77.6,7.39,21.1,1,6.4,9.0,BC,1,Good
Electrical Engineering,8,Power Quality & Management,Before Mid-1,88.1,8.8,25.8,0,,,AA,1,Excellent
Mechanical Engineering,8,Industrial Engineering,After Mid-2,87.5,8.58,24.4,0,8.3,16.8,AB,1,Excellent
Information Technology,5,Python Programming,Before Mid-1,64.0,6.33,17.1,0,,,BB,1,Very Good
Information Technology,2,Mathematics-2,After Mid-2,89.0,7.65,23.7,1,6.6,14.1,BB,1,Very Good
Civil Engineering,4,Transportation Engineering,After Mid-1,93.2,9.63,28.8,0,9.5,,AA,1,Excellent
Electronics & Communication,5,Microcontroller & Applications,Before Mid-1,71.3,6.06,21.0,0,,,BC,1,Good
Mechanical Engineering,1,Engineering Graphics & Design,Before Mid-1,78.8,5.85,16.6,0,,,BC,1,Good
Electronics & Communication,7,Project-1,After Mid-1,76.6,8.0,23.0,0,5.9,,BB,1,Very Good
Mechanical Engineering,5,Machine Design-1,After Mid-2,85.3,8.32,23.3,0,7.9,15.9,AB,1,Excellent
Information Technology,2,English,Before Mid-1,77.5,6.52,22.2,0,,,BB,1,Very Good
Civil Engineering,6,Foundation Engineering,After Mid-1,77.9,6.39,18.3,1,4.0,,CC,1,Average
Information Technology,1,Mathematics-1,Before Mid-1,82.6,7.42,24.7,0,,,BB,1,Very Good
Computer Engineering,8,Big Data Analytics,After Mid-2,71.8,4.0,16.7,2,4.4,8.5,DD,1,At Risk
Electronics & Communication,4,Control Systems,After Mid-1,80.6,6.35,22.2,2,4.6,,CD,1,Average
Civil Engineering,5,Hydrology & Water Resources Engg,Before Mid-1,74.6,7.29,22.9,0,,,BB,1,Very Good
Electronics & Communication,5,Microcontroller & Applications,After Mid-1,82.8,7.69,20.2,0,7.9,,BB,1,Very Good
Electrical Engineering,6,Electrical Switchgear & Protection,After Mid-2,75.5,6.58,21.9,1,5.8,11.2,BC,1,Good
Computer Engineering,7,Cloud Computing,Before Mid-1,83.6,8.2,19.0,0,,,AB,1,Excellent
Information Technology,8,Distributed Systems,After Mid-1,92.3,8.18,22.5,0,7.0,,BB,1,Very Good
